frame_id,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,curr_v,temp
3,146.000000,146.000000,146.000000,146.000000,146.000000,146.000000,146.000000,146.000000
3,147.000000,147.000000,147.000000,147.000000,147.000000,147.000000,147.000000,147.000000
3,148.000000,148.000000,148.000000,148.000000,148.000000,148.000000,148.000000,148.000000
3,149.000000,149.000000,149.000000,149.000000,149.000000,149.000000,149.000000,149.000000
4,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000,150.000000
4,151.000000,151.000000,151.000000,151.000000,151.000000,151.000000,151.000000,151.000000
4,152.000000,152.000000,152.000000,152.000000,152.000000,152.000000,152.000000,152.000000
4,153.000000,153.000000,153.000000,153.000000,153.000000,153.000000,153.000000,153.000000
4,154.000000,154.000000,154.000000,154.000000,154.000000,154.000000,154.000000,154.000000
4,155.000000,155.000000,155.000000,155.000000,155.000000,155.000000,155.000000,155.000000
4,156.000000,156.000000,156.000000,156.000000,156.000000,156.000000,156.000000,156.000000
4,157.000000,157.000000,157.000000,157.000000,157.000000,157.000000,157.000000,157.000000
4,158.000000,158.000000,158.000000,158.000000,158.000000,158.000000,158.000000,158.000000
4,159.000000,159.000000,159.000000,159.000000,159.000000,159.000000,159.000000,159.000000
4,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000,160.000000
4,161.000000,161.000000,161.000000,161.000000,161.000000,161.000000,161.000000,161.000000
4,162.000000,162.000000,162.000000,162.000000,162.000000,162.000000,162.000000,162.000000
4,163.000000,163.000000,163.000000,163.000000,163.000000,163.000000,163.000000,163.000000
4,164.000000,164.000000,164.000000,164.000000,164.000000,164.000000,164.000000,164.000000
4,165.000000,165.000000,165.000000,165.000000,165.000000,165.000000,165.000000,165.000000
4,166.000000,166.000000,166.000000,166.000000,166.000000,166.000000,166.000000,166.000000
4,167.000000,167.000000,167.000000,167.000000,167.000000,167.000000,167.000000,167.000000
4,168.000000,168.000000,168.000000,168.000000,168.000000,168.000000,168.000000,168.000000
4,169.000000,169.000000,169.000000,169.000000,169.000000,169.000000,169.000000,169.000000
4,170.000000,170.000000,170.000000,170.000000,170.000000,170.000000,170.000000,170.000000
4,171.000000,171.000000,171.000000,171.000000,171.000000,171.000000,171.000000,171.000000
4,172.000000,172.000000,172.000000,172.000000,172.000000,172.000000,172.000000,172.000000
4,173.000000,173.000000,173.000000,173.000000,173.000000,173.000000,173.000000,173.000000
4,174.000000,174.000000,174.000000,174.000000,174.000000,174.000000,174.000000,174.000000
4,175.000000,175.000000,175.000000,175.000000,175.000000,175.000000,175.000000,175.000000
4,176.000000,176.000000,176.000000,176.000000,176.000000,176.000000,176.000000,176.000000
4,177.000000,177.000000,177.000000,177.000000,177.000000,177.000000,177.000000,177.000000
4,178.000000,178.000000,178.000000,178.000000,178.000000,178.000000,178.000000,178.000000
4,179.000000,179.000000,179.000000,179.000000,179.000000,179.000000,179.000000,179.000000
4,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000,180.000000
4,181.000000,181.000000,181.000000,181.000000,181.000000,181.000000,181.000000,181.000000
4,182.000000,182.000000,182.000000,182.000000,182.000000,182.000000,182.000000,182.000000
4,183.000000,183.000000,183.000000,183.000000,183.000000,183.000000,183.000000,183.000000
4,184.000000,184.000000,184.000000,184.000000,184.000000,184.000000,184.000000,184.000000
4,185.000000,185.000000,185.000000,185.000000,185.000000,185.000000,185.000000,185.000000
4,186.000000,186.000000,186.000000,186.000000,186.000000,186.000000,186.000000,186.000000
4,187.000000,187.000000,187.000000,187.000000,187.000000,187.000000,187.000000,187.000000
4,188.000000,188.000000,188.000000,188.000000,188.000000,188.000000,188.000000,188.000000
4,189.000000,189.000000,189.000000,189.000000,189.000000,189.000000,189.000000,189.000000
4,190.000000,190.000000,190.000000,190.000000,190.000000,190.000000,190.000000,190.000000
4,191.000000,191.000000,191.000000,191.000000,191.000000,191.000000,191.000000,191.000000
4,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000,192.000000
4,193.000000,193.000000,193.000000,193.000000,193.000000,193.000000,193.000000,193.000000
4,194.000000,194.000000,194.000000,194.000000,194.000000,194.000000,194.000000,194.000000
4,195.000000,195.000000,195.000000,195.000000,195.000000,195.000000,195.000000,195.000000
4,196.000000,196.000000,196.000000,196.000000,196.000000,196.000000,196.000000,196.000000
4,197.000000,197.000000,197.000000,197.000000,197.000000,197.000000,197.000000,197.000000
4,198.000000,198.000000,198.000000,198.000000,198.000000,198.000000,198.000000,198.000000
4,199.000000,199.000000,199.000000,199.000000,199.000000,199.000000,199.000000,199.000000
5,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000,200.000000
5,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000,201.000000
5,202.000000,202.000000,202.000000,202.000000,202.000000,202.000000,202.000000,202.000000
5,203.000000,203.000000,203.000000,203.000000,203.000000,203.000000,203.000000,203.000000
5,204.000000,204.000000,204.000000,204.000000,204.000000,204.000000,204.000000,204.000000
5,205.000000,205.000000,205.000000,205.000000,205.000000,205.000000,205.000000,205.000000
5,206.000000,206.000000,206.000000,206.000000,206.000000,206.000000,206.000000,206.000000
5,207.000000,207.000000,207.000000,207.000000,207.000000,207.000000,207.000000,207.000000
5,208.000000,208.000000,208.000000,208.000000,208.000000,208.000000,208.000000,208.000000
5,209.000000,209.000000,209.000000,209.000000,209.000000,209.000000,209.000000,209.000000
5,210.000000,210.000000,210.000000,210.000000,210.000000,210.000000,210.000000,210.000000
5,211.000000,211.000000,211.000000,211.000000,211.000000,211.000000,211.000000,211.000000
5,212.000000,212.000000,212.000000,212.000000,212.000000,212.000000,212.000000,212.000000
5,213.000000,213.000000,213.000000,213.000000,213.000000,213.000000,213.000000,213.000000
5,214.000000,214.000000,214.000000,214.000000,214.000000,214.000000,214.000000,214.000000
5,215.000000,215.000000,215.000000,215.000000,215.000000,215.000000,215.000000,215.000000
5,216.000000,216.000000,216.000000,216.000000,216.000000,216.000000,216.000000,216.000000
5,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000,217.000000
5,218.000000,218.000000,218.000000,218.000000,218.000000,218.000000,218.000000,218.000000
5,219.000000,219.000000,219.000000,219.000000,219.000000,219.000000,219.000000,219.000000
5,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000,220.000000
5,221.000000,221.000000,221.000000,221.000000,221.000000,221.000000,221.000000,221.000000
5,222.000000,222.000000,222.000000,222.000000,222.000000,222.000000,222.000000,222.000000
5,223.000000,223.000000,223.000000,223.000000,223.000000,223.000000,223.000000,223.000000
5,224.000000,224.000000,224.000000,224.000000,224.000000,224.000000,224.000000,224.000000
5,225.000000,225.000000,225.000000,225.000000,225.000000,225.000000,225.000000,225.000000
5,226.000000,226.000000,226.000000,226.000000,226.000000,226.000000,226.000000,226.000000
5,227.000000,227.000000,227.000000,227.000000,227.000000,227.000000,227.000000,227.000000
5,228.000000,228.000000,228.000000,228.000000,228.000000,228.000000,228.000000,228.000000
5,229.000000,229.000000,229.000000,229.000000,229.000000,229.000000,229.000000,229.000000
5,230.000000,230.000000,230.000000,230.000000,230.000000,230.000000,230.000000,230.000000
5,231.000000,231.000000,231.000000,231.000000,231.000000,231.000000,231.000000,231.000000
5,232.000000,232.000000,232.000000,232.000000,232.000000,232.000000,232.000000,232.000000
5,233.000000,233.000000,233.000000,233.000000,233.000000,233.000000,233.000000,233.000000
5,234.000000,234.000000,234.000000,234.000000,234.000000,234.000000,234.000000,234.000000
5,235.000000,235.000000,235.000000,235.000000,235.000000,235.000000,235.000000,235.000000
5,236.000000,236.000000,236.000000,236.000000,236.000000,236.000000,236.000000,236.000000
5,237.000000,237.000000,237.000000,237.000000,237.000000,237.000000,237.000000,237.000000
5,238.000000,238.000000,238.000000,238.000000,238.000000,238.000000,238.000000,238.000000
5,239.000000,239.000000,239.000000,239.000000,239.000000,239.000000,239.000000,239.000000
5,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000,240.000000
5,241.000000,241.000000,241.000000,241.000000,241.000000,241.000000,241.000000,241.000000
5,242.000000,242.000000,242.000000,242.000000,242.000000,242.000000,242.000000,242.000000
5,243.000000,243.000000,243.000000,243.000000,243.000000,243.000000,243.000000,243.000000
5,244.000000,244.000000,244.000000,244.000000,244.000000,244.000000,244.000000,244.000000
5,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000,245.000000
5,246.000000,246.000000,246.000000,246.000000,246.000000,246.000000,246.000000,246.000000
5,247.000000,247.000000,247.000000,247.000000,247.000000,247.000000,247.000000,247.000000
5,248.000000,248.000000,248.000000,248.000000,248.000000,248.000000,248.000000,248.000000
5,249.000000,249.000000,249.000000,249.000000,249.000000,249.000000,249.000000,249.000000
6,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000,250.000000
6,251.000000,251.000000,251.000000,251.000000,251.000000,251.000000,251.000000,251.000000
6,252.000000,252.000000,252.000000,252.000000,252.000000,252.000000,252.000000,252.000000
6,253.000000,253.000000,253.000000,253.000000,253.000000,253.000000,253.000000,253.000000
6,254.000000,254.000000,254.000000,254.000000,254.000000,254.000000,254.000000,254.000000
6,255.000000,255.000000,255.000000,255.000000,255.000000,255.000000,255.000000,255.000000
6,256.000000,256.000000,256.000000,256.000000,256.000000,256.000000,256.000000,256.000000
6,257.000000,257.000000,257.000000,257.000000,257.000000,257.000000,257.000000,257.000000
6,258.000000,258.000000,258.000000,258.000000,258.000000,258.000000,258.000000,258.000000
6,259.000000,259.000000,259.000000,259.000000,259.000000,259.000000,259.000000,259.000000
6,260.000000,260.000000,260.000000,260.000000,260.000000,260.000000,260.000000,260.000000
6,261.000000,261.000000,261.000000,261.000000,261.000000,261.000000,261.000000,261.000000
6,262.000000,262.000000,262.000000,262.000000,262.000000,262.000000,262.000000,262.000000
6,263.000000,263.000000,263.000000,263.000000,263.000000,263.000000,263.000000,263.000000
6,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000,264.000000
6,265.000000,265.000000,265.000000,265.000000,265.000000,265.000000,265.000000,265.000000
6,266.000000,266.000000,266.000000,266.000000,266.000000,266.000000,266.000000,266.000000
6,267.000000,267.000000,267.000000,267.000000,267.000000,267.000000,267.000000,267.000000
6,268.000000,268.000000,268.000000,268.000000,268.000000,268.000000,268.000000,268.000000
6,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000,269.000000
6,270.000000,270.000000,270.000000,270.000000,270.000000,270.000000,270.000000,270.000000
6,271.000000,271.000000,271.000000,271.000000,271.000000,271.000000,271.000000,271.000000
6,272.000000,272.000000,272.000000,272.000000,272.000000,272.000000,272.000000,272.000000
6,273.000000,273.000000,273.000000,273.000000,273.000000,273.000000,273.000000,273.000000
6,274.000000,274.000000,274.000000,274.000000,274.000000,274.000000,274.000000,274.000000
6,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000,275.000000
6,276.000000,276.000000,276.000000,276.000000,276.000000,276.000000,276.000000,276.000000
6,277.000000,277.000000,277.000000,277.000000,277.000000,277.000000,277.000000,277.000000
6,278.000000,278.000000,278.000000,278.000000,278.000000,278.000000,278.000000,278.000000
6,279.000000,279.000000,279.000000,279.000000,279.000000,279.000000,279.000000,279.000000
6,280.000000,280.000000,280.000000,280.000000,280.000000,280.000000,280.000000,280.000000
6,281.000000,281.000000,281.000000,281.000000,281.000000,281.000000,281.000000,281.000000
6,282.000000,282.000000,282.000000,282.000000,282.000000,282.000000,282.000000,282.000000
6,283.000000,283.000000,283.000000,283.000000,283.000000,283.000000,283.000000,283.000000
6,284.000000,284.000000,284.000000,284.000000,284.000000,284.000000,284.000000,284.000000
6,285.000000,285.000000,285.000000,285.000000,285.000000,285.000000,285.000000,285.000000
6,286.000000,286.000000,286.000000,286.000000,286.000000,286.000000,286.000000,286.000000
6,287.000000,287.000000,287.000000,287.000000,287.000000,287.000000,287.000000,287.000000
6,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000,288.000000
6,289.000000,289.000000,289.000000,289.000000,289.000000,289.000000,289.000000,289.000000
6,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000,290.000000
6,291.000000,291.000000,291.000000,291.000000,291.000000,291.000000,291.000000,291.000000
6,292.000000,292.000000,292.000000,292.000000,292.000000,292.000000,292.000000,292.000000
6,293.000000,293.000000,293.000000,293.000000,293.000000,293.000000,293.000000,293.000000
6,294.000000,294.000000,294.000000,294.000000,294.000000,294.000000,294.000000,294.000000
6,295.000000,295.000000,295.000000,295.000000,295.000000,295.000000,295.000000,295.000000
6,296.000000,296.000000,296.000000,296.000000,296.000000,296.000000,296.000000,296.000000
6,297.000000,297.000000,297.000000,297.000000,297.000000,297.000000,297.000000,297.000000
6,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000,298.000000
6,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000,299.000000
7,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000,300.000000
7,301.000000,301.000000,301.000000,301.000000,301.000000,301.000000,301.000000,301.000000
7,302.000000,302.000000,302.000000,302.000000,302.000000,302.000000,302.000000,302.000000
7,303.000000,303.000000,303.000000,303.000000,303.000000,303.000000,303.000000,303.000000
7,304.000000,304.000000,304.000000,304.000000,304.000000,304.000000,304.000000,304.000000
7,305.000000,305.000000,305.000000,305.000000,305.000000,305.000000,305.000000,305.000000
7,306.000000,306.000000,306.000000,306.000000,306.000000,306.000000,306.000000,306.000000
7,307.000000,307.000000,307.000000,307.000000,307.000000,307.000000,307.000000,307.000000
7,308.000000,308.000000,308.000000,308.000000,308.000000,308.000000,308.000000,308.000000
7,309.000000,309.000000,309.000000,309.000000,309.000000,309.000000,309.000000,309.000000
7,310.000000,310.000000,310.000000,310.000000,310.000000,310.000000,310.000000,310.000000
7,311.000000,311.000000,311.000000,311.000000,311.000000,311.000000,311.000000,311.000000
7,312.000000,312.000000,312.000000,312.000000,312.000000,312.000000,312.000000,312.000000
7,313.000000,313.000000,313.000000,313.000000,313.000000,313.000000,313.000000,313.000000
7,314.000000,314.000000,314.000000,314.000000,314.000000,314.000000,314.000000,314.000000
7,315.000000,315.000000,315.000000,315.000000,315.000000,315.000000,315.000000,315.000000
7,316.000000,316.000000,316.000000,316.000000,316.000000,316.000000,316.000000,316.000000
7,317.000000,317.000000,317.000000,317.000000,317.000000,317.000000,317.000000,317.000000
7,318.000000,318.000000,318.000000,318.000000,318.000000,318.000000,318.000000,318.000000
7,319.000000,319.000000,319.000000,319.000000,319.000000,319.000000,319.000000,319.000000
7,320.000000,320.000000,320.000000,320.000000,320.000000,320.000000,320.000000,320.000000
7,321.000000,321.000000,321.000000,321.000000,321.000000,321.000000,321.000000,321.000000
7,322.000000,322.000000,322.000000,322.000000,322.000000,322.000000,322.000000,322.000000
7,323.000000,323.000000,323.000000,323.000000,323.000000,323.000000,323.000000,323.000000
7,324.000000,324.000000,324.000000,324.000000,324.000000,324.000000,324.000000,324.000000
7,325.000000,325.000000,325.000000,325.000000,325.000000,325.000000,325.000000,325.000000
7,326.000000,326.000000,326.000000,326.000000,326.000000,326.000000,326.000000,326.000000
7,327.000000,327.000000,327.000000,327.000000,327.000000,327.000000,327.000000,327.000000
7,328.000000,328.000000,328.000000,328.000000,328.000000,328.000000,328.000000,328.000000
7,329.000000,329.000000,329.000000,329.000000,329.000000,329.000000,329.000000,329.000000
7,330.000000,330.000000,330.000000,330.000000,330.000000,330.000000,330.000000,330.000000
